City,census_name,State,state_full,fips_code,Country,uuid,Year,Community Survey - Network,Community Survey - Awareness,Community Survey - Safety,Community Survey - Ridership,Community Score - Total,"Community Score - Total, Rounded",Community Survey - Responses,BNA - neighborhoods,BNA - opportunity_employment,BNA - opportunity_k12_education,BNA - opportunity_technical_vocational_college,BNA - opportunity_higher_education,BNA - opportunity,BNA - essential_services_doctors,BNA - essential_services_dentists,BNA - essential_services_hospitals,BNA - essential_services_pharmacies,BNA - essential_services_grocery,BNA - essential_services_social_services,BNA - essential_services,BNA - retail,BNA - recreation_parks,BNA - recreation_trails,BNA - recreation_community_centers,BNA - recreation,BNA - transit,BNA - overall_score,total_low_stress_miles,total_high_stress_miles,city_ratings_total,city_ratings_rounded,population,rank_country,pop_size,rank_country_size,rank_state_size,speed_limit,region,latitude,longitude
Roswell,Roswell city,GA,Georgia,1367284,United States,afec90b9-5499-45d0-95e4-b00c11351bd2,2021,41.418,47.674,43.19,73.104,51.3465,51,67,17.48,15.21,23.96,0,0,17.14,15.82,14.57,4.23,10.05,14.65,0,11.92,12.47,30.02,11.62,6.28,17.65,0,15.24,102.8,883.8,22.4613,22,94498,416,medium,184,1,30,South,34.039453,-84.3509459
Middletown,Middletown city,CT,Connecticut,947290,United States,afdabbd6-384d-4102-b11c-71307db4493c,2021,46.81,40.926,44.058,70.062,50.464,50,81,45.68,34.85,48.36,4.87,43.16,38.24,36.22,14.87,11.06,27.46,29.25,33.38,26.01,26.37,60.29,100,18.25,63.68,1.76,33.47,484.8,124.9,36.8688,37,46511,156,small,70,1,25,New England,41.5486107,-72.6567838
Breckenridge,Breckenridge town,CO,Colorado,808400,United States,af670943-8e09-4137-a99b-c8230853afa4,2021,68.94,77.752,38.258,88.446,68.349,68,33,25.83,28.72,14.9,0,0,21.81,0,0,0,0,24.2,0,24.2,24.2,40.08,32.95,0,36.75,24.45,25.89,93.8,100.1,34.3818,34,4938,183,small,82,2,30,Mountain,39.4993998,-106.0432848
Tolland,Tolland town,CT,Connecticut,976290,United States,af42e75b-34db-4555-97cc-be041e87100e,2021,31.73,27.468,43.028,77.084,44.8275,45,26,48.61,32.43,24.3,0,0,28.37,0,0,0,9.85,13.69,0,8.01,0,57.87,25.5,13.94,35.56,0,28.43,288.6,72.4,31.7095,32,14713,224,small,97,3,25,New England,41.8830194,-72.3588694
Goose Creek,Goose Creek city,SC,South Carolina,4529815,United States,aee17adc-2880-4c66-97e4-7b2c6f2c2b5b,2021,25.714,26.548,47.5,73.988,43.4375,43,35,18.5,13.15,23.33,0,0,12.77,6.74,1.43,0,4.69,15.2,0,5.76,1.22,14.83,30.64,19.68,21.58,0,11.65,53,523,18.0075,18,41978,518,small,230,3,30,South,32.9943175,-80.0315093
Urbana,Urbana city,IL,Illinois,1777005,United States,ae851952-fb3f-4d9e-aa1f-d59778fa9314,2021,64.166,39.028,43.334,72.5,54.757,55,30,18.44,15.08,18.49,0,31.59,20.08,2.5,0.03,20.11,9.59,18.64,11.45,11.86,23.36,37.84,22.02,4.8,24.04,0,16.26,64.9,293.5,23.9594,24,42718,387,small,166,2,30,Midwest,40.1101258,-88.1973232
Perth,,WA,Western Australia,,Australia,ae835e0a-529f-455b-a2f7-e9b780931268,2021,50,56.2,46.2,73.4,56.44,56,55,25.73,,40.46,22.29,56.28,42.48,29.06,14.37,46.3,46.78,64.92,17.16,39.99,48.67,66.81,57.57,28.85,54.09,44.94,43,73.3,99.6,45.296,45,21797,7,small,4,1,31,Australia,-31.9523,115.8613
Cleveland,Cleveland city,OH,Ohio,3916000,United States,ae6d9da3-45cc-4f4a-b079-46c1692b659c,2021,57.954,58.106,46.402,70.682,58.286,58,330,26.95,16.61,49.04,6.66,19.25,27.49,13.51,21.71,14.54,20.49,30.74,27.81,21.69,19.72,52.09,15.38,20.48,31.34,12.06,23.35,1799.8,722.5,30.3372,30,385282,249,large,34,2,25,Midwest,41.4784623,-81.6794351
Guadalupe,Guadalupe city,CA,California,631414,United States,adf3fb21-2f1e-4554-9366-5052c8a8e447,2021,47.702,18.39,44.828,62.212,43.283,43,29,70.48,49.06,28.4,0,0,38.73,0,0,0,0,0,0,,0,53.25,0,0,53.25,46.59,51.22,35.4,5.2,49.6326,50,7451,44,small,24,5,25,Pacific,34.9616314,-120.5733774
Arlington,Arlington city,TX,Texas,4804000,United States,acc5ad0f-c4a8-466d-ae2a-01845d012225,2021,25.318,35.12,47.084,62.024,42.3865,42,105,7.36,4.39,11.19,3.51,9.9,7.78,1.78,1.99,4.87,3.07,4.69,4,3.61,9.45,12.99,7.01,6.19,9.2,0,6.18,85.7,2596.8,13.4213,13,395477,631,large,68,8,30,South,32.7007082,-97.1246912
Hurst,Hurst city,TX,Texas,4835576,United States,ac6467ba-73de-44f1-8dcf-9db1a103f7e6,2021,35.334,21.5,45.5,75.916,44.5625,45,25,6.47,4.15,7.47,7.82,0,6.06,1.46,0.4,1.48,2.52,5.78,0,2.74,8.51,15.63,4.19,2.21,8.27,0.59,5.34,3.1,333.2,13.1845,13,38976,636,small,285,3,30,South,32.8366435,-97.1806272
Buena Vista,Buena Vista town,CO,Colorado,810105,United States,ac3201a8-caba-45d4-a18d-5e650016caf8,2021,49.666,49.666,35.25,72.334,51.729,52,25,18.38,17.01,17.5,0,0,17.26,12.52,0,0,0,5.38,0,8.55,0,12.59,1.23,0,7.29,0,12.88,7.3,62.7,20.6498,21,2782,461,small,204,8,30,Mountain,38.8293313,-106.1395135
Greenville,Greenville city,SC,South Carolina,4530850,United States,ab51a29e-37e3-447a-a47f-71fd43282729,2021,46.752,52.542,48.834,66.95,53.7695,54,59,11.34,11.14,19.43,9.01,12.69,14.14,17.62,12.17,4.35,7.94,13.38,11.92,11.54,31.88,23.31,11.44,0.97,13.57,5.66,14.5,123.6,721.6,22.3539,22,67737,420,medium,186,2,30,South,34.8369021,-82.362997
Edmonton,,AB,Alberta,,Canada,ab322e9a-cc01-4b5e-aa4a-b01ef09aac2d,2021,49.23,55.2,44.8,81.4,57.65,58,194,55.85,,72.74,43.51,47.78,60.87,46.03,41.69,43.28,55.3,73.15,53.87,53.93,76.14,78.63,72.56,57.29,71.17,48.09,61,4697.3,2166.6,60.05,60,932546,4,large,2,1,25,Canada,53.5461,-113.4938
Oshkosh,Oshkosh city,WI,Wisconsin,5560500,United States,ab27a228-c759-43ef-a584-8554f8156ece,2021,51.934,43.87,44.978,79.166,54.987,55,56,46.63,36.16,51.49,11.32,33.39,38.49,21.3,23.87,28.47,25.1,40,32.92,29.79,40.07,66.26,11.81,9.5,33.01,0.29,31.66,503.6,133.3,36.3254,36,66773,160,medium,67,7,25,Midwest,44.0231681,-88.5622603
Summerville,Summerville town,SC,South Carolina,4570270,United States,aac419c1-e3d2-47e1-bb74-b12c6eef7dbd,2021,32.638,23.808,46.962,61.284,41.173,41,72,14.9,12.09,7.92,0,0,10.01,0.03,9.64,15.68,6.6,7.22,11.91,8.36,0,7.51,23.79,0,15.11,0,9.62,33.5,448,15.9306,16,53037,575,medium,256,4,30,South,33.0021419,-80.1795892
Naperville,Naperville city,IL,Illinois,1751622,United States,aab7be0c-7af6-415e-a0bb-a87a53e02b66,2021,42.966,32.836,40.746,74.702,47.8125,48,77,13.31,11.06,20.42,6.21,8.34,13.31,5.25,4.73,2.77,7.28,9.89,6.44,6.24,29.14,42.54,13.32,3.65,22.59,4.56,14.35,317.8,1053.2,21.0425,21,147501,450,medium,199,6,30,Midwest,41.7491725,-88.162019
Highland Park,Highland Park city,IL,Illinois,1734722,United States,aa8cf39e-93d7-4be0-99a4-424a4c7613b6,2021,59.068,36.47,47.426,74.632,54.399,54,34,22.54,14.41,30.96,0,9.94,19.85,12.44,2.76,21.61,8.55,13.62,0,11.35,24.02,59.42,9.3,11.36,29.86,18.08,20.42,238.7,79.5,27.2158,27,29628,317,small,134,1,25,Midwest,42.1823717,-87.8108445
Danville,Danville city,KY,Kentucky,2119882,United States,aa6e171f-9fa8-428e-81b1-bcb06630148b,2021,43.666,39.334,42.5,50.334,43.9585,44,25,19.04,12.26,10.58,17.05,0,12.12,7.74,11.47,2.21,0,9.38,0,7.31,9.58,8.06,0,0,8.06,0,11.04,0.3,259.9,17.6237,18,16730,528,small,235,1,35,South,37.642067,-84.7767927
Gainesville,Gainesville city,FL,Florida,1225175,United States,aa593732-e420-48d8-a9b5-7dfcdd4cd733,2021,60.886,48.998,45.81,70.34,56.5085,57,173,19.79,17.74,16.6,21.52,39.77,22.13,12.65,22.55,20.28,6.19,23.06,5.47,16.05,19.48,29.31,20.23,19.79,23.75,2.27,17.43,251.9,1041.3,25.2457,25,132127,361,medium,164,4,30,South,29.6787737,-82.3461967
Pottstown,Pottstown borough,PA,Pennsylvania,4262416,United States,aa3dad49-d514-4b25-849e-4ca330eb19bc,2021,50.582,53.14,42.442,64.244,52.602,53,43,31.32,21.27,48.82,0,1.3,27.55,0.47,1.24,1.68,5.12,8.3,0,3.14,25.33,44.05,0.14,0,23.56,1.01,18.32,102,49.6,25.1764,25,22670,362,small,152,11,25,Mid-Atlantic,40.2509241,-75.6447544
La Crosse,La Crosse city,WI,Wisconsin,5540775,United States,aa252f4e-ad76-435e-9799-bc40f273607f,2021,64.492,67.972,42.754,84.51,64.932,65,69,64.92,61.22,70.65,65.8,56.81,64.1,44.32,35.4,65.33,71.19,48.62,33.05,49.7,61.7,73.53,9.16,69.29,49.94,66.45,59.21,462.9,99,60.3544,60,51666,14,medium,4,1,25,Midwest,43.8246851,-91.2246156
Kailua,Kailua CDP,HI,Hawaii,1523000,United States,a9f8edd2-0bec-43f5-b6d8-b66cab6f73cb,2021,56.904,27.976,47.858,61.786,48.631,49,35,38.67,28.48,26.35,0,0,27.42,3.8,0,12.58,12.86,22.83,0,11.41,13.73,39.3,100,3.18,51.52,0,27.48,85.4,52.1,31.7102,32,15231,223,small,96,1,25,Pacific,19.6685679,-155.9187231
Lynchburg,Lynchburg city,VA,Virginia,5147672,United States,a78f17e1-818a-4837-a046-d6a30ca06bab,2021,46.876,50.208,42.116,71.97,52.7925,53,88,29.68,19.61,29.35,14.37,28.26,24.23,16.11,8.27,8.07,15.32,20.46,18.59,15.1,16.74,37.12,17.5,11.95,23.96,17.13,20.99,681.3,252.5,27.3505,27,80569,313,medium,141,8,25,South,37.3990161,-79.1954582
Huntsville,Huntsville city,AL,Alabama,137000,United States,a6c84e69-2f8f-4600-80b2-05a628eb7615,2021,37.626,50.098,44.176,68.75,50.1625,50,264,33.42,17.62,24.14,14.49,18.5,19.77,9.74,9.63,8.62,7.8,14.14,12.01,10.75,26.38,41.91,36.44,24.81,35.72,0.49,20.51,2407.9,785.2,26.4405,26,196219,333,medium,151,5,25,South,34.7012033,-86.6728669
Easton,Easton town,MD,Maryland,2424475,United States,a6895436-8518-48bf-98ed-9a686ccc70a8,2021,44.852,30.858,39.338,60.54,43.897,44,34,14.94,7.04,15.3,0,0,11.17,4.23,0,2.1,2.28,2.17,11.87,4.24,12.88,23.36,10.16,8.26,14.97,0,11.18,42.3,206.8,17.7234,18,16591,525,small,234,6,30,Mid-Atlantic,38.7762624,-76.0704783
Springdale,Springdale city,AR,Arkansas,566080,United States,a63a592e-5de9-4438-b6d6-4bdcf538b78c,2021,52.28,72.658,41.51,79.796,61.561,62,106,39.55,33.44,51.77,46.18,0,43.05,25.38,9.02,37.58,7.32,20.7,38.27,25.14,26.02,35.04,57.72,13.12,37.5,0,34.23,643.5,220.4,39.6962,40,79598,111,medium,44,2,25,South,36.190066,-94.1594335
Phoenixville,Phoenixville borough,PA,Pennsylvania,4260120,United States,a62ddb11-0184-4152-a0ab-ed15ff197d45,2021,55.108,54.006,43.146,69.086,55.3365,55,31,20.12,14.42,23,0,4.49,15.55,17.93,12.04,21.57,12.85,7.91,17.5,14.99,7.18,49.32,4.71,15.5,25.25,0,16.46,87.2,28,24.2353,24,16895,381,small,163,12,25,Mid-Atlantic,40.1352012,-75.522699
Raleigh,Raleigh city,NC,North Carolina,3755000,United States,a5e49b4f-feba-44ad-bbe2-78ecdf95c235,2021,46.538,50.484,45.22,65.166,51.852,52,272,22.85,14.33,21.8,5.68,26.77,18.57,15.04,11.49,10.98,8.77,18.45,11.74,13.6,19.33,42.14,28.63,7.17,28.67,3.44,17.58,2755.2,1323.8,24.4344,24,464485,375,large,47,2,35,South,35.8302035,-78.641493
Newnan,Newnan city,GA,Georgia,1355020,United States,a5cf8944-a8af-4486-b655-3f06f36af7b5,2021,35.664,41.094,43.616,59.342,44.929,45,93,15.97,9.81,12.84,0,0,11.33,5.52,43.14,5.47,14.38,18.36,0,14.75,10.29,13.28,0,0,13.28,0,13.11,23.5,387.7,19.4738,19,39019,485,small,213,4,30,South,33.3797397,-84.7709788
Clearwater,,FL,Florida,1212875,United States,a5a1a441-a70b-4c10-9b09-729fb9e835cf,2021,0,0,0,0,0,0,0,9.54,7.43,9.9,8.79,8.71,8.69,6.9,2.69,5.83,5.77,12.65,0,6.55,6.41,20.22,17.43,4.82,15.39,0.03,7.75,161.5,829.5,7.75,8,115159,654,medium,283,16,30,South,27.9802885,-82.7681658
Youngstown,Youngstown city,OH,Ohio,3988000,United States,a59e31f3-62bd-499f-aa24-9e89d3061b5a,2021,37.5,30.352,44.952,65.064,44.467,44,52,31.17,22.08,47.79,0,22.61,32.2,15.92,8.45,25.76,30.39,27.09,35.24,24.28,22.55,57.86,0,16.96,42.13,1.19,25.85,647.1,282,29.5734,30,64783,263,medium,113,2,25,Midwest,41.099095,-80.6459017
St. Petersburg,St. Petersburg city,FL,Florida,1263000,United States,a569813e-6255-480f-9db6-aa58c2e2ea51,2021,58.08,43.308,43.864,66.616,52.967,53,164,10.36,9.39,12.7,0.5,17.74,11.33,8.05,4.28,1.32,4.55,11.45,1.28,5.81,8.17,20.12,17.26,5.12,15.37,0.8,8.63,300.3,2082.4,17.4974,17,261338,532,medium,235,11,30,South,27.7609016,-82.6433851
Southampton,Southampton town,NY,New York,3668473,United States,a45965cb-7416-44df-b083-3e8e5c5f065c,2021,45.37,18.364,37.732,60.186,40.413,40,27,13.18,11.48,9.42,0,1.4,8.44,0,0,2.9,3.71,2.38,0,2.81,0,15.16,0,0.95,9.69,5.96,7.73,0.4,124.8,14.2666,14,58094,617,medium,274,5,30,Mid-Atlantic,40.8599,-72.5678
Bloomington,Bloomington city,IL,Illinois,1706613,United States,a3f35eb0-a6de-4ec0-aaa4-61342b38a002,2021,62.5,46.538,45.192,59.776,53.5015,54,26,11.03,5.35,9.58,0,5.15,6.95,1.62,5.62,0.39,1.59,5.41,4.14,3.1,8.7,23.71,12.64,0.24,13.97,0,7.07,116.7,688.1,16.3563,16,78015,561,medium,248,9,30,Midwest,40.4757767,-88.9699117
Massillon,Massillon city,OH,Ohio,3948244,United States,a3c2f5ff-8b55-482f-8b17-5c3dd8d132c4,2021,49.426,38.276,40.732,63.362,47.949,48,29,30.49,26.05,34.71,0,0,30.38,0,0,8.5,2.9,0.96,0,4.05,14.86,34.04,26.38,0,30.47,0.73,18.37,310.9,103.9,24.2858,24,32415,380,small,162,10,25,Midwest,40.7844831,-81.5252162
Inverness,,FL,Florida,1233950,United States,a36f2f8d-944c-4a72-ad95-e4a477d2c73d,2021,0,0,0,0,0,0,0,12.62,5.03,8.56,1.56,0,6.14,0,0,3.95,0,1.33,7.33,3.7,1.31,16.01,8.53,0,12.52,0,6.98,20.6,172.2,6.98,7,7281,657,small,304,28,30,South,28.8404678,-82.3436554
Lompoc,Lompoc city,CA,California,642524,United States,a34f2dda-cba8-4fe4-a471-c50701c47e0c,2021,47.044,32.984,45.162,65.256,47.6115,48,31,87.78,83.53,81.71,17.02,0,74.42,75.13,0,79.55,65.81,83.74,0,77.94,0,81.4,40.58,67.77,63.71,0,75.99,260.2,19.5,70.3143,70,43232,4,small,4,1,25,Pacific,34.6626889,-120.470837
Naples,,CAM,Campania,,Italy,a2ec6043-477c-4987-9e24-7105679e93d7,2021,25.38,16.2,44,47.2,33.22,33,111,5.78,,5.44,0.95,5.59,4.81,3.33,0.94,7.89,8.11,15.9,2.29,7.47,1.63,27.74,0,0.24,17.16,9.15,7.51,231.4,991.1,12.652,13,948850,,large,,,,Europe,40.8518,14.2681
Long Beach,Long Beach city,NY,New York,3643335,United States,a2b40df5-a621-4ef3-a6fd-c5bc52d3fe31,2021,67.438,21.296,42.94,68.518,50.048,50,54,10.4,6.81,7.32,0,0,7.07,1.48,1.42,0,3.86,3.91,0,2.77,16.37,10.97,0,3.17,7.97,1.46,7.4,5.5,86.4,15.9296,16,33507,576,small,255,9,30,Mid-Atlantic,40.5858353,-73.6654031
New Smyrna Beach,,FL,Florida,1248625,United States,a2213094-3faf-4049-9698-f66070cbfd10,2021,0,0,0,0,0,0,0,18.46,15.94,6.36,1.28,0,9.92,0,0,5.19,0.99,3.59,0,3.7,17.08,19.37,2.8,1.17,9.02,0,11.07,46.8,425.8,11.07,11,26457,646,small,294,24,30,South,29.02936,-80.9548597
Santa Cruz,Santa Cruz city,CA,California,669112,United States,a1c54bf3-daf3-4701-b8b1-053edffe2238,2021,55.188,67.312,44.068,84.482,62.7625,63,98,24.53,21.89,37.02,14.94,31.77,28.47,24.35,19.05,4.39,23.16,45.48,2.37,21.69,12.64,63.58,42.81,11.81,43.37,12.8,24.03,356.6,113.3,31.7765,32,64522,221,medium,95,18,25,Pacific,36.974385,-122.0352679
Saskatoon,,SK,Saskatchewan,,Canada,a192a916-868c-49dc-96e6-d66767dae105,2021,53.26,49.4,44.2,82,57.26,57,115,27.23,,56.96,9.67,16.97,37.87,11.67,14.99,20.98,24.14,39.56,10.4,21.89,40.9,67.9,49.03,3.66,45.24,18.87,32,402.3,1522.4,36.884,37,246376,28,medium,19,1,31,Canada,52.1579,-106.6702
Wilmington,Wilmington city,DE,Delaware,1077580,United States,a18b4c74-7943-41b9-83f9-fcc13e8e2905,2021,43.508,48.876,45.566,74.322,53.068,53,86,54.15,38.35,65.17,51.06,1.62,41.66,46.13,0,42.66,42.15,53.86,0,35.44,27.92,74.06,66.37,52.98,66.1,0.09,37.66,217.5,100.4,40.7416,41,70644,96,medium,36,1,25,Mid-Atlantic,39.7356508,-75.5321041
Sterling,Sterling city,IL,Illinois,1772546,United States,a0f18f3d-e1c2-4fd3-9f08-bdf85bce7b88,2021,41.836,41.276,41.326,76.744,50.2955,50,49,4.05,3.28,7.92,0,0,5.6,2.51,0.04,4.33,0,1.13,1.49,2.09,3.06,6.9,0,0,6.9,0,4.28,7.4,174.6,13.4831,13,14782,629,small,281,16,30,Midwest,41.7996681,-89.6951504
Santa Clarita,Santa Clarita city,CA,California,669088,United States,a0a8d523-ded3-4123-a4cc-8e34691a000b,2021,57.898,58.364,42.49,70.398,57.2875,57,134,40.59,31.34,45.75,19.01,9.75,30.83,17.34,22.43,38.55,24.16,40.02,12.85,27.77,27.66,56.28,35.12,26,41.3,14.49,30.33,1270.7,264,35.7215,36,213411,169,medium,73,15,25,Pacific,34.4140833,-118.4947294
Greater Geelong,,VIC,Victoria,,Australia,a050d48d-1e2f-4d08-af0c-ee1f89754078,2021,47,45.4,43.4,80.6,54.06,54,75,32.49,,39.43,10.67,19.54,29.15,14.62,14.48,19.34,24.93,39.22,18.11,23.25,43,72.6,24.28,13.83,41,17.19,31,1195.8,2809.3,35.236,35,233429,17,medium,9,5,31,Australia,-37.9697,144.3905
Greater Bendigo,,VIC,Victoria,,Australia,9fd44af6-b629-457b-9b54-c0bab305d0a4,2021,46.54,50.8,43.2,83,55.87,56,82,47.6,,33.63,28.16,23.47,29.76,21.87,22.25,16.19,22.96,39.23,15.22,24.22,34.22,76.16,35.33,26.67,49.5,19.93,33,2476.3,2740.9,37.958,38,110477,14,medium,7,3,31,Australia,-36.7948,144.3467
Columbia,Columbia CDP,MD,Maryland,2419125,United States,9fb51569-741d-420e-970f-a574ec19b7e8,2021,47.97,55.608,43.83,60.096,51.876,52,78,19.94,14.61,40.19,6.66,0.4,19.93,6.79,0.43,6.3,8.55,21.35,1.17,9.03,25.42,61.75,13.63,0,29.47,7.06,18.08,175.3,648.3,24.8392,25,103991,367,medium,167,3,30,Mid-Atlantic,39.201146,-76.8590498
Bel Air,Bel Air town,MD,Maryland,2405550,United States,9faa119b-0860-4802-9da8-00ea8245e4a6,2021,38.476,44.114,40.426,64.628,46.911,47,47,12.52,7.8,22.38,0,0,15.09,24.36,20.61,13.14,1.42,11.51,17.24,15.17,21.53,49.46,6.09,5.54,23.3,0,17.24,23.3,69.3,23.1742,23,10071,404,small,176,4,30,Mid-Atlantic,39.5349419,-76.346323
Peoria,Peoria city,AZ,Arizona,454050,United States,9fa88ab9-4ff6-4e62-944e-ff4dfd97dc4e,2021,49.086,45.488,45.198,71.952,52.931,53,82,10.61,6.9,16.2,6.07,5.75,9.84,4.31,2.42,3.1,4.66,3.31,0.96,3.16,5.64,17.25,13.19,1.7,11.94,0,6.83,70.5,1132.5,16.0502,16,168196,568,medium,251,7,25,Mountain,33.7861964,-112.3080148
Rome,,LAZ,Lazio,,Italy,9f3a0c60-aa59-4d98-94c0-5b604465b33d,2021,28.64,28.6,45.8,69.6,43.18,43,247,5.81,0,16.75,2.39,6.16,11.42,6,2.69,7.16,19.89,32.42,4.18,13.62,3.52,29.74,4.55,2.29,14.06,12.06,10.33,730.9,3154.3,16.9,17,1965364,,large,,,,Europe,41.9028,12.4964
Coppell,Coppell city,TX,Texas,4816612,United States,9efeae25-feed-4108-a8d7-05a01d20b294,2021,40.602,44.096,39.894,60.726,46.3295,46,47,11.12,5.34,22.86,0.03,0,12.34,3.97,2.29,0,4.02,13.04,0,5.86,13.02,22.79,9.92,3.24,13.4,0,9.27,23.5,338.6,16.6819,17,41645,553,small,247,1,30,South,32.9633064,-96.9905565
Menomonee Falls,Menomonee Falls village,WI,Wisconsin,5551000,United States,9ed967bb-5947-4edd-8c3f-85cf16173e26,2021,40.196,28.898,42.83,64.338,44.0655,44,34,39.69,33.56,40.35,28.54,0,35.9,0,0,42.57,34.3,20.49,0,31.03,51.39,54.15,54.22,0,54.18,0,41.38,451.8,122,41.9171,42,37160,85,small,44,7,25,Midwest,43.1594108,-88.1215481
Ashland,Ashland city,WI,Wisconsin,5503225,United States,9eb72211-e210-4dd0-860d-50deb3424b07,2021,67.5,45.972,42.916,76.666,58.2635,58,30,53.21,43.75,55.04,41.72,71.36,53.02,22.78,21.39,45.34,17.9,37.49,0,31.68,53.13,69.38,52.72,23.92,52.18,36.8,46.24,151.8,42.5,48.6447,49,7892,48,small,28,5,25,Midwest,46.5817602,-90.8718979
Atlanta,Atlanta city,GA,Georgia,1304000,United States,9eb3e442-172f-4748-9be8-ecdf654e2735,2021,47.638,56.15,46.624,71.356,55.442,55,187,25.76,17.71,40.09,15.48,24.24,26.63,10.36,7.39,18.93,20.52,31.36,13.14,18.46,21.29,48.59,29.54,15.01,33.53,13.91,23.19,2708.2,1009.1,29.6404,30,488800,261,large,36,1,25,South,33.7629088,-84.4226745
Sun Prairie,Sun Prairie city,WI,Wisconsin,5578600,United States,9ea1e0ae-4459-46a7-bf2b-033a767b00c5,2021,53.334,55.834,42.678,72.024,55.9675,56,35,60.48,58.56,72.57,0,0,65.57,35.24,45.98,0,40.2,51.83,38.28,34.37,64.1,78.54,85.84,35.97,70.45,0,57.93,347.2,55,57.5375,58,33321,18,small,11,1,25,Midwest,43.1819608,-89.2357171
Allentown,Allentown city,PA,Pennsylvania,4202000,United States,9e302bd0-0fb7-463b-8bf3-0d75827c03f7,2021,46.106,38.092,45.736,72.916,50.7125,51,107,34.2,25.25,48.31,31.89,0,36.17,20.64,11.36,26.72,8.13,33.77,31.34,24.56,9.08,52.24,16.68,3.96,27.72,1.2,22.98,562.3,147.4,28.5265,29,120915,280,medium,119,3,25,Mid-Atlantic,40.5936476,-75.4783928
Manhattan,Manhattan city,KS,Kansas,2044250,United States,9de3410d-d0f1-4502-9eea-ce9828d87a3f,2021,44.834,42.166,39,72.666,49.6665,50,50,13.44,9.86,11.64,4.59,21.5,12.28,10.79,5.4,11.96,5.86,8.41,5.99,8.68,13.79,32.13,3.2,1.92,14.45,0,12.29,109,458.4,19.7653,20,55290,476,medium,211,6,30,Midwest,39.1883066,-96.6058642
Fort Collins,Fort Collins city,CO,Colorado,827425,United States,9dbcaf79-c806-4038-9e2b-90108a984e0b,2021,74.29,77.746,42.152,83.75,69.4845,69,270,60.19,54.88,62.95,11.52,58.19,54.03,40.25,52.58,48.78,41.59,60.92,46.54,49.43,58.08,74.24,88.66,47.97,72.72,45.53,56.17,1379.8,202.1,58.8329,59,165609,16,medium,5,2,25,Mountain,40.5482164,-105.0648327
Crown Point,Crown Point city,IN,Indiana,1816138,United States,9d7f77ba-4591-4c3d-bd19-b72e180cf5b8,2021,42.32,36.536,38.97,68.138,46.491,46,51,12.78,9.39,8.93,0,0.59,7.26,0.59,0,3.96,2.5,8.29,6.18,4.16,10.21,13.43,11.87,0,12.7,0,8.99,26.5,334.3,16.4902,16,29850,556,small,249,2,30,Midwest,41.4171097,-87.347425
Middletown,Middletown town,DE,Delaware,1047030,United States,9d74a03a-884f-45b1-b0d0-93dafdb46299,2021,40.758,23.258,43.978,57.16,41.2885,41,55,42.87,32.77,28.18,0,0,30.48,0,0,0,39.11,47.18,0,44.87,35.87,27.61,0,0,27.61,0,36.5,191.4,41.6,37.4577,37,21692,142,small,64,1,25,Mid-Atlantic,39.4451727,-75.716753
Baltimore,Baltimore city,MD,Maryland,2404000,United States,9c4fbb68-28aa-4982-8938-b82199fa44a2,2021,47.732,52.04,48.47,70.026,54.567,55,147,11.88,8.24,30.48,9.27,15.67,17.61,9.13,5.86,9.77,12.09,15.66,9.2,10.87,13.63,33.79,8.49,5.96,17.98,9.56,13.65,944.1,1837.9,21.8334,22,609032,430,large,51,1,25,Mid-Atlantic,39.3000324,-76.6104761
Tavares,,FL,Florida,1271225,United States,9c22c772-fad6-4214-9015-56d7f431844d,2021,0,0,0,0,0,0,0,16.81,6.26,4.74,0,0,4.81,0,5.35,5.28,0,2.55,13.51,4.26,0,9.25,11.69,0,10.39,0,8.42,15.1,215.3,8.42,8,16752,652,small,300,27,30,South,28.7993102,-81.6979369
Buffalo,Buffalo city,NY,New York,3611000,United States,9baea031-a968-42ac-8f8c-ebd50ebd0e4e,2021,54.7,46.126,46.474,73.878,55.2945,55,117,6.56,4.65,17.68,3.64,4.37,9.05,1.53,0.76,5.26,3.68,9.63,0,4.21,5.07,19.03,3.49,2.63,9.49,3.23,6.3,138.8,1211.3,16.0989,16,256480,566,medium,249,3,30,Mid-Atlantic,42.8924919,-78.8596862
Evanston,Evanston city,IL,Illinois,1724582,United States,9b95abea-25a7-423c-b82d-f013026f9797,2021,68.356,52.996,41.638,72.636,58.9065,59,74,4.01,7.5,4.57,0,10.01,6.92,1.5,0.86,2.4,1.94,7.9,4.1,3.65,18.87,19.71,0.89,5.61,9.6,3.38,7.49,26,258.4,17.7733,18,74587,524,medium,231,8,30,Midwest,42.0463909,-87.6943525
Montrose,,CO,Colorado,851745,United States,9a32f492-b9fc-4de7-8cb6-0e60917a2be7,2021,0,0,0,0,0,0,0,13.78,7.46,6.19,0,0,6.83,0,0,3.81,5.33,3.1,8.7,4.82,0,14.73,0,5.86,11.32,0.47,7.25,15.9,320.3,7.25,7,19238,656,small,303,9,30,Mountain,38.4690274,-107.858945
Meridian,Meridian city,ID,Idaho,1652120,United States,99edb7a0-5e2a-4c81-9b1e-b8e99b701984,2021,40.028,45.274,40.676,78.722,51.175,51,61,9.23,7.39,13.68,0,0,10.54,3.78,3.27,1.84,5.16,7.12,3.38,4.25,10.03,28,7.6,0,13.86,0,9.32,160.6,970,17.691,18,101905,526,medium,232,2,35,Mountain,43.6114918,-116.3965706
